ID,5SS,3SS
AT4G37120,593;1439;1833;2150;2361,428;1302;1532;1932;2460
AT4G37130,874;1442;2037;2222,758;964;1537;2180
AT4G37160,302;503;863;1116;1553;2015;2179,392;588;1015;1206;1648;2099;2255
AT4G37200,605;783,361;678
AT4G37270,695;945;1226;1503;1787;2059;2660;3184;3501;3865;4137;4307,793;1040;1355;1590;1945;2420;3077;3647;3948;4219
AT4G37280,338;984;1107;1343;1482;1658;1942;2198;2459;2626,929;1092;1196;1445;1616;1839;2117;2288;2540
AT4G37320,1555,1170;1630
AT4G37330,695;1544,1168
AT4G37340,631;1172,784;1268
AT4G37370,1064,679
AT4G37460,759;1706;1842;2076;2235;2574;2797;3000;3458;3603;4029;4190;4577;5313;5857;6100;6297;6467;6593;6769;6948,648;1022;1796;1973;2153;2506;2695;2891;3386;3545;3922;4108;4489;5105;5530;6012;6196;6374;6550;6677;6849
AT4G37490,587;870;1086;1423;1665;1926,407;683;959;1173;1505;1743;2013
AT4G37520,703,501;775
AT4G37580,1017,840;1096
AT4G37610,199;583;805;1206,353;673;898
AT4G37630,739;1133;1357,651;822;1207
AT4G37640,471;646;2923;3174;3560,590;2763;3001;3260;3640
AT4G37670,521;806;1124;1372;1897;2075;2271;2512,717;914;1219;1457;1976;2158;2351
AT4G37740,1026;1682,812;1329
AT4G37750,1279;1449;1601;1800;2007;2170,743;1591;1881;2092
AT4G37760,572;1088;1357;1617,975;1181;1447;2565
AT4G37770,529;787,396;625;876
AT4G37780,582,451
AT4G37800,457;735,355;537
AT4G37810,452,416
AT4G37840,275;498;826;1066;1256;1457;1616,346;570;909;1156;1325;1533;1718
AT4G37850,41;290;901;1371,234;396;998;1464
AT4G37870,276;651;1217;1464;1642;1834;2222;2574;2723;2982;3235;3504,365;1019;1309;1556;1732;1922;2399;2656;2802;3064;3334;3587
AT4G37900,284;513;843;2246,391;593;925;2318
AT4G37930,519;777;994;1175;1379;1556;1736;2012;2204;2351;2511;2703;2895,467;689;871;1097;1253;1462;1642;1813;2098;2284;2590;2783;2977
AT4G37940,530;2287;2494;2718;2875;3061;3282,2207;2431;2617;2832;2976;3136;3376
AT4G37970,443;1651;2079;2308,328;1360;1854;2398
AT4G37980,531;1445,416;776;1655
AT4G38050,936;1184;1369;1599;1733;2110;2432;2791,837;1012;1267;1462;1681;1821;2196;2509
AT4G38070,579,663
AT4G38100,202;639;905;1051,447;799;978;1132
AT4G38130,980;1505;1866;2192;2338;2838,446;1063;1634;2120;2279;2765
AT4G38190,565;2276,666;2383
AT4G38200,1067;1482;2040;2831;3318;3879;4644;5130;5678;6490,1163;1705;2407;3024;3604;4152;4807;5316;5827;6690
AT4G38230,302;451;1339;1571;1759;2001;2312;2538,543;1194;1417;1642;1832;2086;2394
AT4G38240,340;641;844;961;1131;1254;1409;1555;1690;1874;2041;2233;2442;2735;2849;3119,288;552;780;925;1053;1207;1345;1487;1620;1803;1978;2141;2347;2671;2809;2947
AT4G38270,297;445;589;805;1211;1632;2675,240;395;537;666;1069;1296;1716
AT4G38360,571;936;1261;1437;1828;2258,513;826;1075;1347;1565;2005
AT4G38380,582;824;1057;1290;1536;1736;1928;2182;2364;2594;2756;2969;3124,680;912;1128;1399;1638;1826;2017;2291;2476;2659;2846;3074
AT4G38390,691;856;1030;1316;1568;1753;2186,599;778;940;1125;1385;1649;1853
AT4G38400,596,300
AT4G38420,579;1079;1273;2090;2269,468;807;1166;1362;2189;2347
AT4G38430,731;1338;1804,613;816;1449;1888
AT4G38510,437;615;791;1002;1188;1480;1958;2185;2431;2912;3417;3548;3749,374;558;691;941;1075;1270;1828;2046;2279;2828;3368;3493;3664
AT4G38530,450;732;953;1427;1643;1942,534;816;1037;1524;1710;2016
AT4G38570,566;744;905;1147;1292;1470;1678;1838;2026,658;854;1106;1246;1403;1562;1780;1926
AT4G38600,1531;1725;1987;2222;2733;2939;4429;4650;6501;6842;7030;7289;7450;7690;8050,1419;1607;1815;2059;2495;2816;3014;4553;4958;6616;6924;7207;7380;7560;7929;8131
AT4G38630,151;346;546;788;1080;1571;1752;1936;2103,231;439;672;866;1290;1654;1834;2033;2187
AT4G38800,432;607;873;1190;1368;1532,367;514;765;1114;1292;1438
AT4G38830,984;1263;1540;1823;2149;2372,1118;1423;1611;1907;2220;2453
AT4G38910,93;531,447
AT4G38960,1303;1535;1797,1205;1418;1634
AT4G38970,1058;1260;1451;1670;1878,787;1149;1359;1530;1746;2015
AT4G39000,1091;1341;1694,790;1178;1417;1785
AT4G39010,1839;2171;2668,1538;2008;2391;2771
AT4G39030,718;1403;1596;1743;1883;2124;2425;2739;2903;3101;3269,1307;1486;1686;1826;1984;2217;2498;2824;3028;3205
AT4G39080,267;661;910;1106;1493;1754;2202;2657;2857;3120;3406;3806;4141;4432;4611;4901;5034,615;786;997;1384;1579;2063;2548;2748;2970;3251;3644;3933;4247;4526;4703;4973
AT4G39100,691;989;1704,344;919;1570
AT4G39120,439;949;1087;1385;1622;1980;2221,591;853;1036;1259;1554;1889;2108
AT4G39170,293;1374;1532;1730;2018;2232;2668;2836,528;1481;1629;1801;2095;2314;2760
AT4G39180,2178;2502;2671;3018;3177;3368;3510;3698;3884;4103;4522;4675,2120;2251;2570;2750;3098;3265;3459;3597;3793;3957;4174;4599
AT4G39200,304;634,228;498;1016
AT4G39210,209;1001;1227;1511;1697;1884;2020;2206;2488;2662;2886;3089;3285;3421,774;1103;1339;1603;1799;1963;2111;2301;2580;2798;2983;3177;3359
AT4G39330,419;1016;1266,304;501;1111;1351
AT4G39350,771;1666;1851;2137;2513;2946;3182;3457;3760;4122;4401;4834,1278;1747;1946;2245;2599;3043;3330;3546;3850;4203;4482;4917
AT4G39370,736;912;1239;1406;1650;1921;2061,608;810;998;1333;1520;2000
AT4G39390,878;1178;1472;1805,717;992;1270;1642
AT4G39410,490;1032,689;1769
AT4G39460,201;459;668;1148;1373;1667;1859;2034;2223;2518;2672,387;861;1074;1281;1612;1762;1943;2170;2455;2590
AT4G39520,486;1057;1386;1748;1935;2327;2602;2754,431;879;1313;1687;1824;2026;2409;2701;2859
AT4G39540,532;693;865;1031;1197;1358;1567;1722;1873,332;630;813;929;1108;1271;1433;1642;1807
AT4G39640,710;1416;1742;2091;2316,899;1505;1819;2177
AT4G39650,483;1140;1457;1805;2038,153;620;1217;1533;1899
AT4G39660,865;1133;1477;1753;2123;2312;2483,633;961;1332;1572;1896;2197;2591
AT4G39710,780;1020;1165,686;958;1095
AT4G39740,225;602;773;1070;1269;1483,459;696;850;1178;1349;1563
AT4G39770,91;380;613;769;948;1103;1313;1478;1640;1802;1986,176;471;696;854;1036;1210;1399;1569;1730;1892;2110
AT4G39800,496;715;1059;1374;1572;1844;2121,426;578;810;1146;1455;1666;1931;2206
AT4G39810,507;635;781;1011,587;716;884;1103
AT4G39890,730;904;1099;1283,658;814;983;1191
AT4G39910,360;888;1377;1677;1955,770;1277;1478;1772
AT4G39940,420;860;1120;1303;1500,562;1000;1217;1452;1575
AT4G40010,412;1048;1181;1371;1557;1787;2024,336;945;1126;1277;1463;1681;1924
AT1G01090,1230,451;1321
AT1G01100,85;328;792,246;578
AT1G01360,770,553
AT1G01480,633;1047,500;885
AT1G01550,330,
AT1G01620,695;1148;1373,851;1231
AT1G01650,402;1041;1233;1477;1761;2061;2188;2708;2971;3377;3656;4358;4519,881;1120;1356;1608;1877;2152;2544;2916;3283;3512;4286;4434
AT1G01720,1002,723
AT1G01750,567,641
AT1G02140,271;686,508;929
AT1G02400,2263,1919;2345
AT1G02430,421;576;770;983,498;649;842;1072
AT1G02780,255;719;1137;1293,595;822
AT1G03330,269;644,484;1282
AT1G03470,325,791
AT1G03530,1622,1543
AT1G03630,425;1048;1488,325;509;1131
AT1G03880,318;791;1532,527;1102;1772
AT1G03890,721;1262,454;850;1332
AT1G04410,234;712;994;1429;1654;1858,552;817;1150;1517;1945
AT1G04610,1421,1048;1752
AT1G05010,719;1204,491;869
AT1G05190,892,591;1001
AT1G05300,1662,1511;2285
AT1G05590,1311,1383
AT1G05850,1108;1486,685;1325;1586
AT1G06040,997,1078
AT1G06680,896;1037,662
AT1G07140,575;807,422;680
AT1G07645,608,444;701
AT1G07950,526,459;870
AT1G07980,1166;1445,1080;1402;1531
AT1G08010,950,669
AT1G08360,115;297;929;1314,257;708;1147;1495
AT1G08370,598;735;1015;1273;1539;2209,556;684;869;1215;1423;1728;2273
AT1G08380,443,369;659
AT1G08460,573;1310,722;1968
AT1G08480,344;808,704
AT1G08990,1678,1210
AT1G09155,583,463
AT1G09540,575,444;750
AT1G09700,260;1019,755
AT1G09770,347;2845,2562;2933
AT1G09780,271;622;1342;1701;1886;2127,342;712;1789;1970
AT1G09940,1059,816;1217
AT1G10030,334;1708,1500;1810
AT1G10200,799;942;1119,701;897;1028;1255
AT1G11260,357;987;2323,663;1692;2414
AT1G11530,200;599,475;759
AT1G11680,977,492;1170
AT1G11860,1249;1463,684;1343
AT1G12110,233;596;730;1479,417;689;903;3202
AT1G12240,798;1694;2817;3336;3509,788;1448;2198;2922;3420
AT1G12480,558;1445,632;1521
AT1G12560,215;792,478;875
AT1G12710,555;806,686
AT1G12880,1104,572;953
AT1G13020,2786,2353;2999
AT1G13620,207;493,445;655
AT1G13950,317;711;861;1009,587;803;933;1132
AT1G13980,105;1775,910
AT1G14320,166;937;1114,434;1031
AT1G14760,,
AT1G14870,638,565;728
AT1G14980,616,475
AT1G15390,605,514;687
AT1G15500,916;1315;1545;1984,1059;1400;1635;2068
AT1G15930,260;949;1136,647;1069
AT1G16260,1024;1209,1103;1276
AT1G16590,379;566;845,297;452;654;947
AT1G17060,2222;2691,975;1976
AT1G17380,1015;1459,923;1134
AT1G17560,158;494,401;598
AT1G17790,1690;1908,1643;1805
AT1G17810,326;892,625;1021
AT1G18170,720,674;1046
AT1G18330,382,522
AT1G18540,605;875,497;692;976
AT1G19390,1015;1267,1143;1367
AT1G19570,383,291
AT1G19700,1647;2121;2287,829;1734;2225
AT1G19910,786,499;1188
AT1G20510,1703;2179,1556;2110;2253
AT1G20693,206;576;776;1109;1454;1630,670;1050;1372;1542;1722
AT1G20850,575;897;1120,660;978;1210
AT1G21240,945;1205,1045;1277
AT1G21270,1080;1325,1153;1400
AT1G21310,1331,1441
AT1G22020,1922;2444,1515;2341;2559
AT1G22300,359;1018;1313;1530;1760;2146,710;1224;1610;2107;2243
AT1G22690,410;559,355;497;653
AT1G22710,1443;1652;1983,1587;1938
AT1G22840,209;822,687
AT1G23030,1209,695
AT1G23260,180;541;1056;1275,400;929;1147;1460
AT1G25250,566;1217,810;1861
AT1G25340,151;411,490
AT1G26630,288;775;929;1092,651;871;1016;1193
AT1G26880,481;1061,400;950
AT1G27080,1474;2503,1255;1939
AT1G27360,2189;2573,2066;2320;2675
AT1G27380,473;732,391;593;1199
AT1G27390,1279,1449
AT1G27440,970;1465,580;1710
AT1G27840,644;2526,1490;2609
AT1G29330,417;1082;1905;2378;2528,815;1788;2303;2463;2615
AT1G29410,428,364
AT1G29860,369;709,561;837
AT1G30135,456,343;539
AT1G30360,1210;1580;2507;2846,1051;1303;1676;2589;2933
AT1G30380,226;526,444;602
AT1G30650,1754,1612;2172
AT1G31220,1001;1284;1510,885;1106;1382
AT1G31340,294;958,697;1424
AT1G31885,255;719;1236,493;954;1314
AT1G32100,411;941;1255,699;1050;1383
AT1G32170,498;1116,396;906;1921
AT1G32370,201;560;707;981,493;641;887
AT1G33140,,1190
AT1G33265,460;977,394;888
AT1G33480,903,819;1369
AT1G34190,511;1228;1903,661;1349
AT1G35460,2085,1373;2015;2193
AT1G35680,409;800;1135;1318,718;1032;1242
AT1G35720,212;954,807
AT1G37130,1210;1537,1395;1632
AT1G43700,948;1490,814;1404
AT1G43800,929,634;1458
AT1G45170,1041,680;1727
AT1G47128,615;1392;1631;2428,1155;1489;1977;2523
AT1G47240,769;1276;2017,1138;1363;2231
AT1G47420,449;867;1130,555;943;1432
AT1G47500,1336,857
AT1G47830,392;519;965;1493,292;467;790;1432
AT1G48130,536;754,386;624;816
AT1G48605,783,458
AT1G48830,60;442;592;829;1246,323;517;704;1062
AT1G49240,799;1265;1975,728;870;1360;2081
AT1G50740,943,854;1020
AT1G51060,,
AT1G51200,315,
AT1G51510,901;1565,763;1409;1815
AT1G51680,1329;2087;2521,1673;2417
AT1G51760,1382;1589,1066;1459
AT1G52040,63;423,194;933
AT1G52050,199;730;1375,517;948;1537
AT1G52060,217;713;1315,497;885;1528
AT1G52230,455,327;530
AT1G52280,307;500;858;1040;1264,279;399;710;958;1117;1369
AT1G52300,323;869,186;766;974
AT1G52760,546;1005,658;1091
AT1G53350,993;1281,1133;1432
AT1G53830,646;1315,848;1531
AT1G54010,376;786;1609,666
AT1G54050,648,427;744
AT1G54140,131;657,379
AT1G54850,56;1093,724;1357
AT1G55080,686;852;990,622;770;930
AT1G55610,402,
AT1G56280,201;969;1317;1572,902;1083;1399
AT1G56330,205;492,359;1388
AT1G56650,324;994,863
AT1G58290,616;1010,767
AT1G59730,223;509,385
AT1G59740,398;830;1605;3088,611;1166;2959;3491
AT1G60650,328;1928,188;1418
AT1G60940,707;912;1193;1387;2224;2402,631;809;1138;1293;1531;2118;2302
AT1G61520,554,491;640
AT1G62660,695;1040;2065;2921;3426;3599,1030;1819;2302;3015;3510;3684
AT1G62990,583;1602;2356;2582,1480;2155;2449;3040
AT1G63090,892,772
AT1G63970,599,467
AT1G64040,567;1575;1924,1014;1710
AT1G64660,520;1057,654
AT1G64720,521;783;1036;1202;1442,625;858;1117;1359;1513
AT1G65310,490,603
AT1G65610,2171;2946;3205,1868;2347;3031;3278
AT1G65730,2143;2555,1880;2633
AT1G65790,1429;1975;2269,1839;2077;2344
AT1G65880,1316,461;1418
AT1G65980,382;670,589;1202
AT1G66270,336;608;1189;1367;1945;2241;2383;2570;2770,537;724;1278;1455;1828;2022;2347;2466;2660;2848
AT1G66280,424;652;1391;1568;2118;2413;2552;2762;2954,581;728;1479;1655;2001;2194;2516;2658;2844;3029
AT1G66570,1441;1605,1540;1962
AT1G66580,128;1030;1183,527;1100;1277
AT1G66700,882,227
AT1G66740,355;770,653
AT1G67090,589;830,694;965
AT1G67430,224;349;1012;1207;1359,186;307;780;1103;1290
AT1G67730,970;1135,1064
AT1G69295,1242;1353,1001;1324;1726
AT1G69410,391;749;894,625;836;987
AT1G69620,204;382;1132,301;1021;1215
AT1G69850,516;869;2663,409;650;2233
AT1G69880,1141,1017;1255
AT1G70670,749;942;1145,368;662;846;1018;1248
AT1G70690,1438,1305
AT1G70980,1723,1462;1799;2169
AT1G71695,1699,1503;1855
AT1G71880,1564;1714,1649
AT1G71890,1368;1520,1455
AT1G71930,1669;2356,2083;2590
AT1G72140,248;539;1474,320;940;1800
AT1G72150,1515;1832;2053,1703;1919;2148
AT1G72210,1076;2010,1610
AT1G72260,330;483,404;558
AT1G72450,580;1019;1498,894;1170;2021
AT1G73655,585,539;990
AT1G74020,1369,1098
AT1G74410,905;1460;1939,725;1375;1779
AT1G74470,785;1289,891;1375
AT1G74670,444;602,573;681
AT1G74950,833;1203;1348,654;924;1289
AT1G75020,1596;1978,1846
AT1G75270,532,440
AT1G75540,427;948,521;1196
AT1G75680,1036;1537;1762;2010,751;1101;1622;1842
AT1G75750,226;359,318
AT1G75780,615;1678,1407
AT1G76320,2185;2420,2362
AT1G76490,1587;2095,1404;1747;2185
AT1G76690,657,515
AT1G76760,402;766;1135,676;956
AT1G76900,1684,1595;1763
AT1G76930,513;1053;1185,894;1098
AT1G77130,1169,398
AT1G77370,650,
AT1G77450,736,460
AT1G77610,818;1112;1700,567;903;1467
AT1G77760,1390;1715,1248;1481;2153
AT1G77850,,1735
AT1G78430,668,611
AT1G78630,443;937;1308,750;1136
AT1G78895,913;1201,770;1130
AT1G79040,293;443;585,383;528;681
AT1G79180,382,
AT1G79670,1169,1045;1261
AT1G80110,1240,1120
AT1G80210,1659;1902;2067;2192,490;1485;1742;1985;2136
AT1G80380,1047;1216;1343;1476;1633;1744;2003;2209;2342,660;1135;1290;1433;1553;1711;1858;2091;2290
AT1G80460,944;2031,721;1063;2131
AT1G80600,1367,931
AT1G80920,407;564,494;670
AT2G01140,528;1115,639;1004;1217
AT2G01250,365;533;683;1001;1198,181;434;624;920;1094;1296
AT2G01340,756,338;1057
AT2G01420,2185;2410;2945;3116,1916;2323;2786;3038
AT2G01590,613,475
AT2G01620,713,475
AT2G01650,1363,1083;1444
AT2G01660,,
AT2G02070,332;990,592
AT2G02230,648,528
AT2G02300,439;847,727
AT2G02310,528;788,668;1094
AT2G02810,508;736;864;1071;1268,409;604;832;966;1145;1353
AT2G02870,,
AT2G03720,365;745,655;817
AT2G04025,159;413,365
AT2G06010,274;1255;1507;1697,1101;1330;1586;1770
AT2G06510,503,198
AT2G06925,418;639,374;512;735
AT2G07340,308;711,253;518
AT2G14960,447;644,541;787
AT2G15290,359;870;1346,611;1141;1429
AT2G15430,1068,829;1675
AT2G15480,1649,1307;4564
AT2G15890,561,486;644
AT2G15970,675;829,566;757
AT4G38920,379;1357,1070;1693
AT2G16700,575,314;816
AT2G16770,1214,395
AT2G16850,593;1118;1632,821;1490
AT2G16890,1076;1961,1624;2059
AT2G17040,369;721,451;804
AT2G17130,651;1024;1182,783;1102;1270
AT2G17200,1256;2206;2627;2883,490;1549;2152;2597;2798;2958
AT2G17560,318;490;639;786;970;1140,260;399;580;740;888;1064
AT2G17850,460;632,577;729
AT2G18060,1416;1767,1494;2494
AT2G18280,1089;1252;1465,1334
AT2G19730,75;414;1048,883
AT2G19760,250;894,755;985
AT2G19770,682,543
AT2G20020,1222;1566;1794,1093;1339;1665
AT2G20260,313;729,662;805
AT2G20490,238;829,785
AT2G20585,,
AT2G20890,386;765;1073;1357,496;855;1240;1486
AT2G21045,238;403;557;716;880,324;482;644;825;952
AT2G21050,392;681;885;1151;1547,494;771;966;1448
AT2G21600,1118;1571,752;1389;1740
AT2G21620,426;596;1084;1273,515;964;1195;1357
AT2G21900,280;543,380
AT2G22420,796,603;866
AT2G22475,934;3079,831;2806;3461
AT2G22770,776;1577,1162
AT2G22810,503,370
AT2G23170,577,474;1071
AT2G23310,1325,1143
AT2G23320,765;992,865;1093
AT2G23560,533;739,609
AT2G23590,1057,945
AT2G23600,1151,1015;1233
AT2G23610,2188,2052;2290
AT2G23620,1118,982;1669
AT2G23640,378;876,190;663;1318
AT2G23930,137;264;632,240;509
AT2G24150,684;824,584;783;1315
AT2G24260,773;983;1591;2036,601;916;1524;1978;2375
AT2G24570,906;1526,1396
AT2G24850,874;1217;1376;1611;1818,530;997;1315;1454;1723;1973
AT2G25150,1012;1381,1128
AT2G25160,1000;1380,1099;1671
AT2G25290,,
AT2G25450,595;1031,708;1114
AT2G25610,712;1071,633;899
AT2G25930,3125,1095;3072
AT2G26660,1027,899;1505
AT2G26670,692;1571,1346
AT2G27370,546;1016,
AT2G27470,250;548,428
AT2G27530,370;787;1038;1350,330;566;871;1143
AT2G27550,434;849;1008,786;966;1101
AT2G27710,207;383;905,291;671
AT2G27720,559,325
AT2G27860,431;682;891;1494;1684;1886;2111,588;782;1581;1792;1974;2201
AT2G28160,814;1066,612;888;1148
AT2G28210,565;759;2360,648;2256;2465
AT2G28230,576,163;970
AT2G28900,455;738;868;1013,402;705;833;944
AT2G29140,1148,
AT2G29190,1082;3310;3505,3096;3393;3582
AT2G29550,519;974,703
AT2G30060,392;667;891,514;764
AT2G30330,629,422;722
AT2G30424,328;526,437;1075
AT2G30432,250;475,386;1380
AT2G30520,397;968,326;589
AT2G30860,394;536,486;720
AT2G30870,344;479,429;647
AT2G31200,756,489
AT2G31360,922;1154;1363,780;1012;1255
AT2G31370,372;1139;1474;1693;2175,488;1340;1607;1784;2290
AT2G31380,1205,910;1295
AT2G31400,2732;3016,2514;2830;3355
AT2G31610,404;656;1124,255;483;936
AT2G31955,285;1090;1355;1642;1885;2081,495;1186;1449;1815;1984
AT2G32270,774;1937,1786;2238
AT2G32300,314;537,400;618
AT2G32710,712;1805,1582
AT2G32990,1177;1541,762;1285
AT2G33120,420;1014;1228;1483,871;1106;1419
AT2G33230,699;1196,823;1335
AT2G33310,1114;1260,702;1197
AT2G33480,812,557;900
AT2G34060,972,770;1154
AT2G34690,1025;1371,851;1221;1686
AT2G34830,988;1786,1644;2384
AT2G35100,1436,1069;1519
AT5G07440,502;717;1125;1401;1745;1906,602;827;1283;1829
AT2G35240,670;831,571;764;1114
AT2G35635,246;761,500;940
AT2G35795,149;851,671;1002
AT2G36080,2011,1819;2983
AT2G36100,411;754,629;839
AT2G36890,338;583,452
AT2G36900,480;977,194;705;1045
AT2G37060,567;1080;1466,1073;1423
AT2G37080,1265;1617,1190;1435
AT2G37220,554;770;1380;1589,667;1040;1476
AT2G37330,649,402;726
AT2G37390,971,891
AT2G37550,1117;2060,1038;1550;2140
AT2G37600,273;782,164;581
AT2G38140,257;389,323;476
AT2G38380,965,795
AT2G38700,854;1404;1782;2177;2490;2638;2875,654;1339;1636;2089;2331;2588;2749;2954
AT2G38750,195;484;1226;1529;1692,301;1006;1306;1619
AT2G38810,358,
AT2G38880,393;1223;1559;1728;1931,185;1088;1487;1815
AT2G39310,614;1399;2131,936;1671;2219
AT2G39460,916;1583,870;1218
AT2G39780,568;759;1128;1451;1877;2231,538;684;879;1123;1358;1714;2145
AT2G40060,929,774;1241
AT2G40460,655;2676,436;2118
AT2G40510,295;480;779,201;394;644;1145
AT2G40590,206;382,288;479
AT2G40740,545;1431,1298;1897
AT2G40890,604;1633,1234
AT2G40940,1413;1877;2224;2430,481;1507;1956;2301;2519
AT2G41090,552;1016,654;1132
AT2G41100,142;509;879,241;608;979
AT2G41290,1863,1595
AT2G41310,753;933,651;854;2138
AT2G41430,844,930
AT2G42680,282;721;1077,636;993
AT2G43000,245;943,667;1659
AT2G43350,683;840;1048;1298;1427,605;777;928;1129;1378
AT3G59540,101;617,432;920
AT2G44610,1003;1189;1474;1949,931;1099;1361;1857
AT2G45170,321;499;944,272;442;890
AT2G45440,980,895;1099
AT2G45510,944;1358,658;1018;1438
AT2G45640,318;541;879;1351,284;429;782;1275
AT2G45695,411;577,328;493;672
AT2G45820,1063;1246,1008;1157;1317
AT2G46030,761;971;1313;1481;1682,890;1197;1427;1552
AT2G46040,1567,2001
AT2G46110,573;1294;1445,939;1390
AT2G46370,524;1069;2003,599;966;1214
AT2G46750,1762,905;1659
AT2G47260,1349,1204
AT2G47460,1169,1038;2063
AT2G47550,1478,1036
AT2G47730,1031;1182,1132;1341
AT2G47890,960;1315,797;1042
AT2G48140,434;542;833,514;775
AT3G01290,624;901,502;711
AT3G01480,389;978;1307;1656;1878;2036,683;1106;1419;1734;1963
AT3G02190,342,237
AT3G02230,416;1265;1519,1013;1349;1603
AT3G02240,273;439,364;574
AT3G02560,617;776;1164,531;701;856
AT3G02570,755;1386;1745,586;1175;1477
AT3G02580,535;1209,902
AT3G02590,988,681
AT3G02630,1350;2199,844;1757
AT3G02730,395;805,704;979
AT3G02885,245;439,404;673
AT3G03190,447,397;536
AT3G03520,937;1968;2252,544;1557;2080;2326
AT3G03690,1081;1408,1004;1291
AT3G03860,1682,949;1556;1819
AT3G03950,836;1229;1926;2223;2482,764;1376;2009;2343;2579
AT3G04090,504;1539,1265
AT3G04610,1411;2828;3264;3620;3935,2580;3114;3346;3736
AT3G04670,1614,1487
AT3G04920,224;565;829;1113,522;657;1025;1198
AT3G05020,124;686;889,568;765;965
AT3G05330,840;1323;1499,1179;1439
AT3G05560,656,410
AT3G05580,1045;1928;2262,1367;2081;2462
AT3G05590,159;527;768;1172,436;638;988;1261
AT3G05880,511;754,645;1167
AT3G05890,666,544;1052
AT3G06060,846;1179;2075,1030;1779;2172
AT3G06140,1562,1071
AT3G06500,1066;1993;2358;2936;3066,1826;2145;2441;3154
AT3G06740,367;616,450
AT3G07220,1032,873;1311
AT3G07330,928;1496;2073;2287,1186;1781;2172
AT3G08580,1339;1797,856;1421
AT3G08730,1455;1623;2196,1539;1711;2090
AT3G09200,641;1156;1641,571;1056;1247
AT3G09350,861;1001;1338;1562,717;949;1115;1458
AT3G09500,360;781,223;623
AT3G09810,446;967;1217;1428;1734;1893,645;1054;1352;1623;1819
AT3G11200,474;780;1932,440;556;1807;2010
AT3G11330,1803,1635
AT3G11510,98;514;647;830;1042,393;600;743;911;1136
AT3G11580,,1436
AT3G12090,1341,1023;1500
AT3G12290,242;874;1205;1525,689;1046;1311;1632
AT3G12360,171;1098;1590,590;1179
AT3G12490,245;710;975,489;828;1259
AT3G12600,411;1002;1162,886;1077
AT3G12990,284;620;790;986;1177;1456,409;693;870
AT3G13360,185;1332,1462
AT3G14230,1562,681;1663
AT3G14310,760;1683,1192
AT3G14680,759;1108;1614,540;859;1243;1706
AT3G14690,515;849;1182,630;933
AT3G15190,695,533;1133
AT3G15353,262;518,469
AT3G15820,844;1560,1421;2432
AT3G16140,655,527;744
AT3G16310,1074;1564,465
AT3G16410,113;443;1411,201;597;1508
AT3G16430,333,433
AT3G16450,496;1136,277;679;1248
AT3G16460,177;685;1595;2145;2689,514;787;1691;2226;2782
AT3G16500,1380;1605;1892,1098;1471;1823;1967
AT3G16640,141;544;923,469;635;1015
AT3G16780,757;1305,633;851;1251;1395
AT3G16910,1631,1039
AT3G16990,546,327
AT3G17860,1622;2097;2263;2648;2806,1421;1881;2171;2343;2744
AT3G18110,3988;4209,3786;4117
AT3G18780,876;1568,953;1653
AT3G18830,838;1456,490;1155
AT3G19150,749;1018,692;840
AT3G19220,418;1071,943;1262
AT3G20090,,
AT3G20510,406;1133,1044;1241
AT3G21670,455;751,336;532
AT3G22330,758;1264;1503,629;1403
AT3G22370,967;1756,837;1266
AT3G22440,1014;1524,1347
AT3G22500,354;727,432;822
AT3G22630,469,344;820
AT3G22640,625;953;1352;1756,1042;1445;1845
AT3G22830,552,1245
AT3G22840,553,453
AT3G22950,315;763,158;541
AT3G23250,416;625,494;820
AT4G14320,859;1083;1189,678;1166;1884
AT3G23490,648;1288,575;1360
AT3G23780,807;3758,359;3888
AT3G23830,741;899;1206,597;829;1098;1421
AT5G65700,,2890
AT3G24340,1806,1685;1905
AT3G24440,1107,813;1183
AT3G24590,872;1036;1178,733;948;1109;1276
AT3G24810,753,659
AT3G24830,360;757;940,639;851;1202
AT3G25530,595;962;1204;1372;1613,483;673;859;1087;1292;1441
AT3G25860,1378;1588;1746;1912,1185;1499;1674;1827;2047
AT3G25980,356;588;791;989;1206,339;456;669;884;1083
AT3G26020,1603,1689
AT3G26400,2446,2019
AT3G26650,394;580;1069;1399,763;1153
AT3G26690,454;1095,572;938
AT3G26710,882;1107,759;953
AT3G26740,619,465;703
AT3G26810,1142;1954,1457;2032
AT3G27810,2552,2421
AT3G27940,283,
AT3G28180,1484;2607,1174;2201
AT3G28715,2190,620;2054;2369
AT3G28740,526;1086,701;1168
AT3G28890,2199,
AT3G28900,122;309;1422,228;1311;1500
AT3G28910,900,769;1015
AT3G29350,220;570;722;877,438;649;804;944
AT3G29770,1745;1977,1507;1832
AT3G30720,432,
AT3G30775,2213;2546,1560;2304;2636
AT3G32980,2483;3152,2290;2982;3224
AT3G43520,552;1422,1286
AT3G43720,574;1447,1365;1623
AT4G33865,221;771,670
AT3G44350,189;827,542;1398
AT3G44735,477,411
AT5G62300,447;825,314;710
AT3G45700,134;434;1478,215;935;1550
AT3G46000,668,407
AT3G46010,172;881,614
AT3G46130,321;521,390
AT3G46510,1013;1556,895;1105
AT3G47400,870;1593,1256;1680
AT3G47470,469;845;1191,695;923
AT3G47810,721;1512,1373
AT3G47960,369;1153;1787,934;1232
AT3G48140,216;462,372;866
AT3G48340,1194,816;1307
